state,lga,report_date,children_targeted,children_vaccinated,vaccination_team,campaign_phase,vaccination_coverage_pct
Ekiti,Ikole,2025-06-01,81.0,266.0,Team D,Initial,328.4
Ekiti,Ado-Ekiti,2025-06-17,444.0,,Team B,Follow-up,98.0
Ekiti,Gbonyin,2025-06-20,519.0,98.0,Team A,Follow-up,18.9
Ekiti,Ikere,2025-06-24,518.0,551.0,Team B,Follow-up,106.4
Ekiti,Ekiti West,2025-06-24,399.0,545.0,Team C,Initial,136.6
Ekiti,Emure,2025-05-30,58.0,103.0,Team C,Initial,177.6
Ekiti,Ado-Ekiti,2025-06-21,397.0,342.0,Team E,Initial,86.1
Ekiti,Ido-Osi,2025-06-10,436.0,330.0,Team C,Initial,75.7
Ekiti,Ado-Ekiti,2025-06-23,234.0,475.0,Team B,Initial,203.0
Ekiti,Ekiti East,2025-06-23,65.0,108.0,Team E,Initial,166.2
Ekiti,Ikole,2025-06-11,280.0,121.0,Team E,Initial,43.2
Ekiti,Moba,2025-05-29,168.0,459.0,Team B,Follow-up,273.2
Ekiti,Emure,2025-06-25,439.0,451.0,Team A,Initial,102.7
Ekiti,Ikole,2025-06-08,121.0,487.0,Team D,Follow-up,402.5
Ekiti,Oye,2025-06-25,592.0,116.0,Team D,Follow-up,106.67116407901472
Ekiti,Ise/Orun,2025-06-05,74.0,563.0,Team C,Initial,760.8
Ekiti,Oye,2025-06-03,324.0,475.0,Team C,Initial,146.6
Ekiti,Ido-Osi,2025-06-23,69.0,494.0,Team E,Initial,715.9
Ekiti,Ado-Ekiti,2025-06-21,179.0,56.0,Team C,Initial,31.3
Ekiti,Ido-Osi,2025-06-27,505.0,173.0,Team B,Initial,34.3
Ekiti,Ise/Orun,2025-06-08,196.0,260.0,Team A,Initial,132.7
Ekiti,Efon,2025-06-06,305.0,130.0,Team D,Initial,42.6
Ekiti,Ijero,2025-05-29,115.0,112.0,Team A,Initial,97.4
Ekiti,Ado-Ekiti,2025-06-01,216.0,563.0,Team E,Initial,260.6
Ekiti,Ekiti South-West,2025-06-07,540.0,264.0,Team B,Follow-up,48.9
Ekiti,Moba,2025-06-23,386.0,441.0,Team A,Initial,114.2
Ekiti,Ise/Orun,2025-06-03,160.0,450.0,Team D,Initial,281.2
Ekiti,Oye,2025-06-21,,55.0,Team E,Initial,71.4
Ekiti,Ekiti South-East,2025-06-30,222.0,456.0,Team A,Initial,205.4
Ekiti,Emure,2025-06-08,57.0,267.0,Team E,Follow-up,468.4
Ekiti,Emure,2025-06-07,274.0,359.0,Team E,Initial,131.0
Ekiti,Ise/Orun,2025-06-20,,358.0,Team E,Initial,361.6
Ekiti,Ikole,2025-06-16,,567.0,Team E,Follow-up,
Ekiti,Emure,2025-06-08,60.0,243.0,Team E,Initial,405.0
Ekiti,Ekiti South-East,2025-07-01,533.0,,Team A,Initial,81.8
Ekiti,Ijero,2025-06-08,377.0,367.0,Team E,Initial,97.3
Ekiti,Ise/Orun,2025-06-02,252.0,149.0,Team B,Initial,59.1
Ekiti,Moba,2025-06-04,321.0,164.0,Team C,Initial,51.1
Ekiti,Ido-Osi,2025-06-22,257.0,,Team C,Initial,118.3
Ekiti,Ado-Ekiti,2025-06-29,235.0,275.0,Team A,Initial,117.0
Ekiti,Gbonyin,2025-06-10,108.0,88.0,Team B,Initial,81.5
Ekiti,Ado-Ekiti,2025-06-17,,438.0,Team D,Initial,362.0
Ekiti,Ekiti East,2025-06-06,538.0,210.0,Team C,Initial,39.0
Ekiti,Ado-Ekiti,2025-05-31,460.0,488.0,Team B,Initial,106.1
Ekiti,Ekiti South-West,2025-06-28,422.0,197.0,Team D,Initial,46.7
Ekiti,Ijero,2025-06-18,150.0,364.0,Team B,Follow-up,242.7
Ekiti,Emure,2025-06-01,302.0,61.0,Team B,Initial,20.2
Ekiti,Ekiti East,2025-06-22,289.0,136.0,Team A,Initial,47.1
Ekiti,Ekiti South-West,2025-06-03,286.0,400.0,Team E,Initial,139.9
Ekiti,Moba,2025-06-08,199.0,233.0,Team D,Initial,
Ekiti,Ikole,2025-06-12,116.0,,Team C,Initial,382.8
Ekiti,Ikere,2025-06-23,253.0,,Team C,Initial,188.1
Ekiti,Ado-Ekiti,2025-06-10,573.0,102.0,Team A,Initial,17.8
Ekiti,Oye,2025-06-28,588.0,309.0,Team A,Initial,
Ekiti,Ekiti West,2025-06-09,342.0,392.0,Team B,Initial,114.6
Ekiti,Ikere,2025-06-11,585.0,243.0,Team B,Follow-up,41.5
Ekiti,Gbonyin,2025-05-31,445.0,46.0,Team D,Initial,
Ekiti,Ikere,2025-06-23,153.0,54.0,Team B,Initial,35.3
Ekiti,Ekiti South-West,2025-07-01,67.0,436.0,Team B,Initial,650.7
Ekiti,Oye,2025-06-08,514.0,351.0,Team E,Initial,
Ekiti,Oye,2025-06-22,102.0,566.0,Team A,Initial,554.9
Ekiti,Ekiti South-East,2025-06-20,392.0,210.0,Team D,Initial,53.6
Ekiti,Ekiti South-West,2025-06-05,526.0,564.0,Team B,Initial,107.2
Ekiti,Ido-Osi,2025-06-07,81.0,139.0,Team E,Initial,171.6
Ekiti,Ekiti East,2025-06-13,376.0,63.0,Team D,Initial,16.8
Ekiti,Ado-Ekiti,2025-06-10,71.0,312.0,Team A,Initial,439.4
Ekiti,Irepodun/Ifelodun,2025-05-31,437.0,356.0,Team C,Follow-up,81.5
Ekiti,Efon,2025-05-31,436.0,251.0,Team B,Initial,57.6
Ekiti,Ise/Orun,2025-06-18,118.0,379.0,Team D,Initial,321.2
Ekiti,Irepodun/Ifelodun,2025-06-05,391.0,587.0,Team D,Initial,150.1
Ekiti,Ekiti South-West,2025-06-22,481.0,493.0,Team A,Initial,102.5
Ekiti,Ado-Ekiti,2025-06-27,254.0,475.0,Team E,Initial,112.74504144213084
Ekiti,Ijero,2025-06-17,197.0,361.0,Team E,Follow-up,183.2
Ekiti,Irepodun/Ifelodun,2025-06-24,239.0,367.0,Team D,Initial,153.6
Ekiti,Ekiti East,2025-06-17,341.0,420.0,Team D,Follow-up,123.2
Ekiti,Efon,2025-06-13,369.0,325.0,Team A,Initial,88.1
Ekiti,Ikere,2025-06-25,539.0,88.0,Team D,Initial,16.3
Ekiti,Emure,2025-06-22,109.0,157.0,Team C,Follow-up,144.0
Ekiti,Ado-Ekiti,2025-06-21,347.0,470.0,Team B,Initial,135.4
Ekiti,Ekiti South-East,2025-06-26,260.0,67.0,Team E,Initial,25.8
Ekiti,Emure,2025-06-30,83.0,128.0,Team A,Follow-up,154.2
Ekiti,Ekiti South-East,2025-06-26,366.0,255.0,Team E,Initial,69.7
Ekiti,Efon,2025-06-09,397.0,484.0,Team B,Initial,121.9
Ekiti,Moba,2025-05-30,139.0,459.0,Team B,Follow-up,330.2
Ekiti,Ekiti East,2025-05-29,297.0,243.0,Team D,Follow-up,81.8
Ekiti,Moba,2025-06-29,54.0,417.0,Team C,Initial,772.2
Ekiti,Ikere,2025-06-27,382.0,205.0,Team B,Initial,53.7
Ekiti,Ijero,2025-06-13,276.0,196.0,Team E,Follow-up,71.0
Ekiti,Ekiti West,2025-06-26,587.0,387.0,Team A,Follow-up,
Ekiti,Gbonyin,2025-06-27,157.0,365.0,Team E,Follow-up,101.18510557166452
Ekiti,Emure,2025-06-09,283.0,561.0,Team E,Initial,198.2
Ekiti,Irepodun/Ifelodun,2025-06-28,149.0,264.0,Team C,Initial,177.2
Ekiti,Ado-Ekiti,2025-06-23,572.0,,Team B,Follow-up,32.5
Ekiti,Ekiti West,2025-06-04,394.0,115.0,Team C,Follow-up,29.2
Ekiti,Ido-Osi,2025-06-02,551.0,,Team D,Initial,69.0
Ekiti,Ikole,2025-06-06,241.0,425.0,Team B,Initial,176.3
Ekiti,Ise/Orun,2025-06-20,447.0,84.0,Team C,Follow-up,18.8
Ekiti,Oye,2025-06-25,503.0,374.0,Team A,Initial,74.4
Ekiti,Ado-Ekiti,2025-06-21,271.0,494.0,Team A,Initial,182.3
Ekiti,Ikere,2025-06-03,266.0,,Team A,Follow-up,172.9
Ekiti,Ise/Orun,2025-06-26,387.0,46.0,Team A,Follow-up,11.9
Ekiti,Emure,2025-06-30,493.0,155.0,Team D,Initial,31.4
Ekiti,Ekiti South-East,2025-06-30,413.0,226.0,Team A,Follow-up,54.7
Ekiti,Emure,2025-05-31,208.0,233.0,Team B,Initial,112.0
Ekiti,Ado-Ekiti,2025-05-31,204.0,113.0,Team C,Initial,55.4
Ekiti,Gbonyin,2025-06-06,574.0,71.0,Team B,Initial,12.4
Ekiti,Oye,2025-06-03,115.0,,Team E,Initial,102.6
Ekiti,Ekiti South-East,2025-06-18,153.0,241.0,Team D,Initial,157.5
Ekiti,Ekiti East,2025-06-30,377.0,545.0,Team C,Follow-up,144.6
Ekiti,Ekiti South-East,2025-06-03,150.0,572.0,Team A,Initial,381.3
Ekiti,Ikere,2025-06-01,553.0,60.0,Team E,Initial,10.8
Ekiti,Ekiti South-East,2025-06-30,293.0,44.0,Team A,Initial,
Ekiti,Efon,2025-06-22,,433.0,Team B,Follow-up,76.1
Ekiti,Ido-Osi,2025-06-06,535.0,502.0,Team E,Follow-up,93.8
Ekiti,Ekiti West,2025-05-30,62.0,291.0,Team E,Initial,469.4
Ekiti,Ido-Osi,2025-06-02,397.0,466.0,Team E,Initial,105.023299765365
Ekiti,Irepodun/Ifelodun,2025-06-05,220.0,252.0,Team A,Initial,114.5
Ekiti,Ekiti West,2025-06-10,412.0,270.0,Team D,Follow-up,65.5
Ekiti,Gbonyin,2025-06-06,578.0,422.0,Team D,Follow-up,73.0
Ekiti,Ikere,2025-06-29,161.0,369.0,Team A,Initial,229.2
Ekiti,Ekiti South-East,2025-06-16,,287.0,Team D,Initial,65.4
Ekiti,Ekiti East,2025-06-08,169.0,496.0,Team E,Initial,293.5
Ekiti,Emure,2025-06-12,454.0,138.0,Team C,Initial,30.4
Ekiti,Ido-Osi,2025-06-02,146.0,151.0,Team A,Follow-up,103.4
Ekiti,Moba,2025-06-20,359.0,163.0,Team E,Follow-up,45.4
Ekiti,Ijero,2025-06-14,106.0,199.0,Team C,Follow-up,187.7
Ekiti,Efon,2025-06-08,279.0,418.0,Team D,Initial,149.8
Ekiti,Ekiti South-East,2025-06-18,154.0,394.0,Team D,Initial,111.24775648261713
Ekiti,Emure,2025-06-15,541.0,447.0,Team E,Initial,82.6
Ekiti,Gbonyin,2025-06-27,406.0,577.0,Team D,Initial,142.1
Ekiti,Ekiti West,2025-06-07,434.0,328.0,Team A,Initial,75.6
Ekiti,Ikere,2025-06-14,285.0,313.0,Team C,Initial,109.8
Ekiti,Ekiti South-West,2025-06-30,299.0,290.0,Team A,Initial,97.0
Ekiti,Ado-Ekiti,2025-06-28,593.0,100.0,Team A,Initial,16.9
Ekiti,Ekiti South-East,2025-06-11,218.0,356.0,Team C,Initial,163.3
Ekiti,Ekiti East,2025-06-14,508.0,428.0,Team D,Initial,105.48768149862006
Ekiti,Ado-Ekiti,2025-06-30,239.0,326.0,Team E,Follow-up,136.4
Ekiti,Ekiti East,2025-06-13,354.0,159.0,Team E,Initial,44.9
Ekiti,Ado-Ekiti,2025-06-18,267.0,203.0,Team B,Initial,76.0
Ekiti,Moba,2025-06-21,330.0,400.0,Team C,Initial,121.2
Ekiti,Ekiti South-West,2025-05-31,548.0,552.0,Team D,Initial,100.7
Ekiti,Moba,2025-06-10,202.0,241.0,Team B,Initial,119.3
Ekiti,Ikole,2025-06-09,455.0,74.0,Team C,Initial,16.3
Ekiti,Emure,2025-06-23,447.0,324.0,Team A,Initial,72.5
Ekiti,Ado-Ekiti,2025-06-08,439.0,176.0,Team E,Follow-up,40.1
Ekiti,Irepodun/Ifelodun,2025-06-15,,,Team A,Initial,248.8
Ekiti,Ado-Ekiti,2025-06-18,,300.0,Team A,Initial,55.5
Ekiti,Moba,2025-06-22,443.0,571.0,Team E,Initial,128.9
Ekiti,Gbonyin,2025-06-08,389.0,,Team A,Follow-up,107.2
Ekiti,Ekiti West,2025-06-14,124.0,448.0,Team C,Follow-up,361.3
Ekiti,Oye,2025-06-05,373.0,530.0,Team D,Initial,142.1
Ekiti,Ekiti West,2025-07-01,249.0,532.0,Team E,Initial,213.7
Ekiti,Oye,2025-06-01,338.0,96.0,Team E,Follow-up,28.4
Ekiti,Ado-Ekiti,2025-06-21,251.0,564.0,Team A,Initial,224.7
Ekiti,Ikere,2025-06-26,290.0,428.0,Team A,Initial,147.6
Ekiti,Efon,2025-07-01,53.0,352.0,Team D,Follow-up,664.2
Ekiti,Efon,2025-06-04,164.0,500.0,Team C,Initial,304.9
Ekiti,Ekiti West,2025-06-14,82.0,162.0,Team A,Initial,197.6
Ekiti,Ise/Orun,2025-07-02,189.0,472.0,Team E,Initial,249.7
Ekiti,Irepodun/Ifelodun,2025-06-23,276.0,404.0,Team C,Initial,146.4
Ekiti,Ido-Osi,2025-06-21,358.0,559.0,Team D,Initial,156.1
Ekiti,Ekiti South-West,2025-06-14,333.0,539.0,Team E,Initial,161.9
Ekiti,Ekiti South-East,2025-06-22,381.0,382.0,Team D,Initial,100.3
Ekiti,Irepodun/Ifelodun,2025-06-21,138.0,150.0,Team E,Follow-up,108.7
Ekiti,Ikere,2025-06-07,364.0,577.0,Team A,Follow-up,158.5
Ekiti,Ekiti East,2025-06-21,404.0,,Team D,Initial,125.7
Ekiti,Ekiti West,2025-06-19,128.0,77.0,Team C,Follow-up,
Ekiti,Oye,2025-06-03,541.0,123.0,Team D,Follow-up,22.7
Ekiti,Ekiti South-East,2025-06-26,265.0,401.0,Team C,Initial,151.3
Ekiti,Ekiti East,2025-06-12,88.0,226.0,Team D,Initial,256.8
Ekiti,Ekiti South-West,2025-06-09,453.0,541.0,Team D,Follow-up,119.4
Ekiti,Ado-Ekiti,2025-06-01,431.0,415.0,Team D,Follow-up,96.3
Ekiti,Ikere,2025-06-16,350.0,181.0,Team A,Follow-up,51.7
Ekiti,Ekiti East,2025-07-01,313.0,156.0,Team E,Initial,49.8
Ekiti,Efon,2025-06-14,353.0,286.0,Team E,Initial,81.0
Ekiti,Ekiti East,2025-06-17,538.0,139.0,Team A,Initial,25.8
Ekiti,Oye,2025-06-18,517.0,383.0,Team E,Follow-up,74.1
Ekiti,Ikole,2025-05-29,592.0,108.0,Team C,Initial,18.2
Ekiti,Ado-Ekiti,2025-05-31,451.0,507.0,Team C,Initial,112.4
Ekiti,Ado-Ekiti,2025-06-12,318.0,185.0,Team B,Initial,58.2
Ekiti,Ijero,2025-06-07,573.0,250.0,Team B,Initial,43.6
Ekiti,Efon,2025-06-16,106.0,155.0,Team E,Follow-up,146.2
Ekiti,Ekiti South-West,2025-06-25,190.0,370.0,Team D,Initial,194.7
Ekiti,Ido-Osi,2025-06-24,388.0,52.0,Team B,Follow-up,13.4
Ekiti,Ido-Osi,2025-06-30,142.0,222.0,Team B,Initial,156.3
Ekiti,Efon,2025-06-21,64.0,444.0,Team E,Initial,693.8
Ekiti,Gbonyin,2025-06-01,258.0,507.0,Team C,Initial,
Ekiti,Ado-Ekiti,2025-06-06,552.0,59.0,Team A,Initial,10.7
Ekiti,Ido-Osi,2025-06-29,396.0,187.0,Team C,Initial,47.2
Ekiti,Ikere,2025-06-12,321.0,468.0,Team E,Follow-up,145.8
Ekiti,Irepodun/Ifelodun,2025-05-31,540.0,538.0,Team B,Initial,99.6
Ekiti,Ado-Ekiti,2025-05-30,330.0,270.0,Team A,Initial,81.8
Ekiti,Ekiti South-East,2025-06-01,,326.0,Team B,Follow-up,56.2
Ekiti,Ekiti South-West,2025-05-29,515.0,538.0,Team C,Initial,104.5
Ekiti,Emure,2025-06-20,53.0,426.0,Team C,Initial,803.8
Ekiti,Emure,2025-06-17,594.0,504.0,Team E,Initial,84.8
Ekiti,Ido-Osi,2025-06-04,,327.0,Team D,Follow-up,65.4
Ekiti,Ikole,2025-07-01,487.0,75.0,Team D,Follow-up,15.4
Ekiti,Oye,2025-06-20,292.0,565.0,Team E,Follow-up,193.5
Ekiti,Ikole,2025-07-02,479.0,115.0,Team E,Follow-up,24.0
Ekiti,Ijero,2025-06-12,480.0,303.0,Team C,Initial,63.1
Ekiti,Efon,2025-06-24,229.0,527.0,Team A,Follow-up,230.1
Ekiti,Oye,2025-06-17,209.0,311.0,Team E,Initial,148.8
Ekiti,Ado-Ekiti,2025-06-06,498.0,325.0,Team A,Follow-up,65.3
Ekiti,Gbonyin,2025-06-11,194.0,247.0,Team C,Initial,127.3
Ekiti,Ekiti West,2025-06-21,107.0,569.0,Team C,Initial,531.8
Ekiti,Ekiti South-East,2025-06-28,554.0,92.0,Team E,Follow-up,16.6
Ekiti,Moba,2025-06-08,,246.0,Team C,Initial,390.5
Ekiti,Ekiti West,2025-06-06,536.0,478.0,Team B,Initial,89.2
Ekiti,Ekiti South-East,2025-05-29,71.0,91.0,Team D,Initial,128.2
Ekiti,Ado-Ekiti,2025-06-13,454.0,422.0,Team C,Initial,93.0
Ekiti,Ijero,2025-06-07,489.0,189.0,Team E,Initial,38.7
Ekiti,Ekiti South-East,2025-06-26,330.0,371.0,Team A,Initial,112.4
Ekiti,Moba,2025-06-04,77.0,572.0,Team C,Initial,106.7409077044043
Ekiti,Ikere,2025-06-02,76.0,565.0,Team C,Initial,
Ekiti,Ekiti South-West,2025-06-07,475.0,176.0,Team C,Initial,37.1
Ekiti,Oye,2025-06-15,257.0,375.0,Team B,Initial,145.9
Ekiti,Ekiti East,2025-06-23,328.0,411.0,Team A,Follow-up,125.3
Ekiti,Ikole,2025-06-14,134.0,377.0,Team A,Initial,281.3
Ekiti,Emure,2025-05-29,230.0,462.0,Team D,Initial,108.23353066110883
Ekiti,Oye,2025-06-01,501.0,,Team D,Initial,92.2
Ekiti,Emure,2025-06-20,199.0,90.0,Team D,Follow-up,45.2
Ekiti,Ikere,2025-06-26,284.0,523.0,Team B,Initial,184.2
Ekiti,Ekiti West,2025-07-01,,403.0,Team C,Initial,325.0
Ekiti,Emure,2025-06-29,178.0,564.0,Team C,Initial,316.9
Ekiti,Ekiti South-West,2025-06-13,207.0,197.0,Team A,Initial,95.2
Ekiti,Ido-Osi,2025-06-08,124.0,52.0,Team E,Initial,41.9
Ekiti,Emure,2025-05-29,492.0,98.0,Team C,Initial,19.9
Ekiti,Ijero,2025-05-31,71.0,385.0,Team A,Follow-up,542.3
Ekiti,Ekiti South-West,2025-06-01,491.0,207.0,Team D,Initial,42.2
Ekiti,Ekiti South-West,2025-07-02,507.0,353.0,Team C,Initial,69.6
Ekiti,Ekiti East,2025-05-30,372.0,154.0,Team E,Follow-up,41.4
Ekiti,Ekiti South-East,2025-06-23,253.0,422.0,Team C,Initial,166.8
Ekiti,Efon,2025-06-09,578.0,112.0,Team E,Initial,19.4
Ekiti,Ekiti South-West,2025-06-13,156.0,357.0,Team B,Follow-up,228.8
Ekiti,Emure,2025-06-08,105.0,570.0,Team C,Follow-up,542.9
Ekiti,Efon,2025-06-01,477.0,108.0,Team A,Initial,22.6
Ekiti,Gbonyin,2025-06-04,415.0,81.0,Team C,Initial,
Ekiti,Ise/Orun,2025-05-29,,425.0,Team E,Initial,329.5
Ekiti,Gbonyin,2025-06-10,70.0,541.0,Team D,Initial,772.9
Ekiti,Gbonyin,2025-06-07,585.0,435.0,Team D,Initial,74.4
Ekiti,Gbonyin,2025-06-24,343.0,282.0,Team E,Initial,82.2
Ekiti,Ido-Osi,2025-06-10,126.0,233.0,Team D,Initial,184.9
Ekiti,Ekiti South-East,2025-07-01,578.0,453.0,Team C,Initial,78.4
Ekiti,Ido-Osi,2025-06-30,343.0,46.0,Team D,Follow-up,13.4
Ekiti,Emure,2025-06-24,537.0,349.0,Team B,Initial,65.0
Ekiti,Gbonyin,2025-06-09,51.0,281.0,Team E,Follow-up,551.0
Ekiti,Ekiti South-West,2025-06-30,134.0,83.0,Team A,Initial,61.9
Ekiti,Ido-Osi,2025-06-17,162.0,371.0,Team E,Follow-up,229.0
Ekiti,Ikole,2025-06-02,513.0,419.0,Team A,Initial,81.7
Ekiti,Ekiti South-East,2025-06-17,228.0,484.0,Team C,Initial,212.3
Ekiti,Emure,2025-06-01,74.0,,Team B,Initial,
Ekiti,Ikere,2025-06-28,272.0,505.0,Team E,Initial,
Ekiti,Emure,2025-07-02,306.0,495.0,Team B,Initial,161.8
Ekiti,Ekiti South-East,2025-05-29,453.0,542.0,Team D,Follow-up,119.6
Ekiti,Emure,2025-06-22,146.0,368.0,Team A,Initial,252.1
Ekiti,Ado-Ekiti,2025-06-25,447.0,355.0,Team D,Initial,79.4
Ekiti,Moba,2025-06-27,530.0,422.0,Team D,Initial,79.6
Ekiti,Ise/Orun,2025-06-03,302.0,246.0,Team E,Initial,81.5
Ekiti,Ikere,2025-06-26,277.0,344.0,Team B,Initial,124.2
Ekiti,Efon,2025-06-09,430.0,511.0,Team A,Follow-up,118.8
Ekiti,Ekiti South-East,2025-06-12,177.0,444.0,Team B,Initial,250.8
Ekiti,Gbonyin,2025-06-04,67.0,95.0,Team C,Initial,141.8
Ekiti,Ekiti South-West,2025-06-14,264.0,488.0,Team A,Initial,184.8
Ekiti,Moba,2025-06-12,318.0,75.0,Team D,Follow-up,23.6
Ekiti,Ado-Ekiti,2025-05-31,218.0,411.0,Team E,Initial,188.5
Ekiti,Ido-Osi,2025-06-05,243.0,236.0,Team C,Initial,97.1
Ekiti,Gbonyin,2025-06-19,94.0,381.0,Team B,Follow-up,405.3
Ekiti,Ekiti East,2025-06-14,311.0,273.0,Team A,Initial,87.8
Ekiti,Ekiti South-East,2025-06-01,479.0,224.0,Team C,Initial,46.8
Ekiti,Irepodun/Ifelodun,2025-06-15,105.0,89.0,Team A,Follow-up,84.8
Ekiti,Irepodun/Ifelodun,2025-06-25,187.0,207.0,Team E,Initial,110.7
Ekiti,Ekiti South-West,2025-07-01,411.0,581.0,Team A,Follow-up,141.4
Ekiti,Ado-Ekiti,2025-06-14,565.0,340.0,Team D,Initial,60.2
Ekiti,Ijero,2025-06-16,595.0,214.0,Team B,Initial,36.0
Ekiti,Ekiti South-East,2025-06-11,405.0,585.0,Team E,Initial,144.4
Ekiti,Emure,2025-06-03,73.0,64.0,Team C,Follow-up,87.7
Ekiti,Ise/Orun,2025-06-30,548.0,188.0,Team E,Initial,34.3
Ekiti,Ise/Orun,2025-05-29,432.0,128.0,Team C,Follow-up,29.6
Ekiti,Ikole,2025-06-08,196.0,103.0,Team A,Initial,52.6
Ekiti,Ikole,2025-06-14,426.0,160.0,Team B,Follow-up,37.6
Ekiti,Ise/Orun,2025-06-13,329.0,207.0,Team C,Follow-up,62.9
Ekiti,Ekiti West,2025-06-10,185.0,423.0,Team A,Follow-up,228.6
Ekiti,Ikere,2025-06-08,544.0,116.0,Team B,Initial,21.3
Ekiti,Efon,2025-06-18,303.0,344.0,Team A,Follow-up,113.5
Ekiti,Ikere,2025-06-10,322.0,283.0,Team A,Initial,87.9
Ekiti,Ise/Orun,2025-06-22,334.0,357.0,Team E,Initial,106.9
Ekiti,Ijero,2025-06-19,313.0,411.0,Team C,Initial,131.3
Ekiti,Oye,2025-06-13,156.0,,Team B,Follow-up,190.4
Ekiti,Ado-Ekiti,2025-06-22,281.0,264.0,Team D,Initial,94.0
Ekiti,Ijero,2025-07-02,195.0,,Team D,Follow-up,204.1
Ekiti,Ado-Ekiti,2025-06-28,92.0,61.0,Team E,Initial,66.3
Ekiti,Ikole,2025-06-28,545.0,50.0,Team A,Follow-up,9.2
Ekiti,Irepodun/Ifelodun,2025-07-01,572.0,69.0,Team A,Initial,12.1
Ekiti,Emure,2025-05-29,,570.0,Team E,Follow-up,234.6
Ekiti,Efon,2025-05-30,238.0,137.0,Team A,Initial,57.6
Ekiti,Ikere,2025-06-25,170.0,551.0,Team C,Initial,324.1
Ekiti,Ikole,2025-06-12,70.0,182.0,Team D,Initial,260.0
Ekiti,Gbonyin,2025-06-17,384.0,,Team D,Initial,115.4
Ekiti,Ijero,2025-06-11,326.0,321.0,Team D,Follow-up,98.5
Ekiti,Irepodun/Ifelodun,2025-06-23,346.0,52.0,Team D,Initial,15.0
Ekiti,Oye,2025-06-02,515.0,70.0,Team E,Follow-up,13.6
Ekiti,Ikere,2025-06-08,188.0,432.0,Team D,Follow-up,229.8
Ekiti,Ikole,2025-06-07,245.0,219.0,Team D,Initial,89.4
Ekiti,Ekiti South-East,2025-05-31,168.0,542.0,Team D,Initial,
Ekiti,Ekiti South-West,2025-05-30,351.0,271.0,Team C,Initial,77.2
Ekiti,Ikole,2025-06-05,297.0,,Team E,Follow-up,125.9
Ekiti,Ikere,2025-06-04,597.0,342.0,Team E,Follow-up,
Ekiti,Ekiti West,2025-06-08,432.0,480.0,Team C,Initial,111.1
Ekiti,Ekiti West,2025-06-20,387.0,118.0,Team A,Initial,30.5
Ekiti,Efon,2025-06-07,119.0,345.0,Team B,Initial,289.9
Ekiti,Ekiti East,2025-05-30,216.0,167.0,Team D,Follow-up,77.3
Ekiti,Ekiti West,2025-05-30,367.0,409.0,Team C,Initial,111.4
Ekiti,Ekiti East,2025-05-31,501.0,505.0,Team E,Initial,100.8
Ekiti,Ikere,2025-06-06,77.0,72.0,Team C,Initial,93.5
Ekiti,Efon,2025-05-31,256.0,272.0,Team A,Follow-up,106.2
Ekiti,Ijero,2025-06-02,182.0,269.0,Team A,Follow-up,147.8
Ekiti,Ikole,2025-05-31,93.0,198.0,Team A,Follow-up,212.9
Ekiti,Ekiti West,2025-06-02,63.0,258.0,Team C,Initial,409.5
Ekiti,Irepodun/Ifelodun,2025-06-21,228.0,367.0,Team B,Initial,161.0
Ekiti,Ido-Osi,2025-06-10,445.0,208.0,Team C,Initial,46.7
Ekiti,Ado-Ekiti,2025-07-02,511.0,281.0,Team D,Initial,55.0
Ekiti,Irepodun/Ifelodun,2025-06-02,365.0,275.0,Team A,Follow-up,75.3
Ekiti,Moba,2025-06-22,389.0,178.0,Team B,Initial,45.8
Ekiti,Ikole,2025-06-04,320.0,87.0,Team D,Follow-up,27.2
Ekiti,Gbonyin,2025-06-13,331.0,,Team D,Initial,79.5
Ekiti,Ekiti South-East,2025-06-11,59.0,154.0,Team C,Initial,261.0
Ekiti,Oye,2025-06-11,446.0,369.0,Team E,Follow-up,82.7
Ekiti,Ise/Orun,2025-06-05,530.0,,Team D,Initial,70.4
Ekiti,Ekiti South-East,2025-05-31,380.0,490.0,Team A,Initial,128.9
Ekiti,Ise/Orun,2025-05-31,591.0,538.0,Team D,Initial,91.0
Ekiti,Gbonyin,2025-06-03,91.0,58.0,Team B,Follow-up,63.7
Ekiti,Emure,2025-06-16,265.0,456.0,Team C,Initial,172.1
Ekiti,Ikole,2025-06-28,341.0,100.0,Team C,Initial,29.3
Ekiti,Efon,2025-06-04,360.0,497.0,Team C,Initial,138.1
Ekiti,Ido-Osi,2025-06-06,166.0,354.0,Team E,Initial,213.3
Ekiti,Ise/Orun,2025-06-04,372.0,473.0,Team B,Follow-up,127.2
Ekiti,Oye,2025-06-11,461.0,548.0,Team E,Initial,118.9
Ekiti,Ikere,2025-06-16,514.0,241.0,Team E,Follow-up,46.9
Ekiti,Ido-Osi,2025-06-18,534.0,373.0,Team B,Follow-up,69.9
Ekiti,Moba,2025-06-19,484.0,52.0,Team B,Initial,10.7
Ekiti,Ekiti South-West,2025-06-25,415.0,211.0,Team A,Initial,50.8
Ekiti,Ekiti South-East,2025-06-14,350.0,537.0,Team B,Initial,153.4
Ekiti,Ekiti West,2025-05-30,127.0,446.0,Team B,Follow-up,351.2
Ekiti,Ido-Osi,2025-06-20,285.0,199.0,Team D,Follow-up,69.8
Ekiti,Irepodun/Ifelodun,2025-06-14,441.0,125.0,Team A,Follow-up,28.3
Ekiti,Ido-Osi,2025-06-16,194.0,531.0,Team B,Follow-up,273.7
